Id;Facility Name;VAMC System Health Services;Facility description of services;Owner
vha_442-PTSD treatment;'Cheyenne VA Medical Center';'PTSD treatment at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a>, ext. 7349<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> NO<br /><strong>Walk-ins accepted?</strong> YES<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /><Strong>Additional Phone:</strong> <a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a></p>';'VA Cheyenne health care'
vha_442-Pulmonary medicine;'Cheyenne VA Medical Center';'Pulmonary medicine at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> YES<br /><strong>Walk-ins accepted?</strong> NO<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /></p>';'VA Cheyenne health care'
vha_442-Radiology;'Cheyenne VA Medical Center';'Radiology at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a><br /><strong>Hours:</strong> <br />Monday - 24/7<br />Tuesday -  24/7<br />Wednesday - 24/7<br />Thursday -  24/7<br />Friday -  24/7<br />Saturday - 24/7 <br />Sunday - 24/7 <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> YES<br /><strong>Walk-ins accepted?</strong> NO<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /><Strong>Additional Phone:</strong> <a href="tel:+13077787319" aria-label="3 0 7. 7 7 8. 7 3 1 9.">307-778-7319</a></p>';'VA Cheyenne health care'
vha_442-Registry exams;'Cheyenne VA Medical Center';'Registry exams at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />Room B1-40<br /><strong><>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:00 p.m.<br />Tuesday -  7:30 a.m. to 4:00 p.m.<br />Wednesday - 7:30 a.m. to 4:00 p.m.<br />Thursday -  7:30 a.m. to 4:00 p.m.<br />Friday -  7:30 a.m. to 4:00 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> NO<br /><strong>Walk-ins accepted?</strong> YES<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /><Strong>Additional Phone:</strong> <a href="tel:+13077787580" aria-label="3 0 7. 7 7 8. 7 5 8 0.">307-778-7580</a></p>';'VA Cheyenne health care'
vha_442-Rehabilitation and prosthetics;'Cheyenne VA Medical Center';'Rehabilitation and prosthetics at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br />Bottom Floor Basement<br /><strong><Room BL-51>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a>, ext. 7020<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> YES<br /><strong>Walk-ins accepted?</strong> NO<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /></p>';'VA Cheyenne health care'
vha_442-Returning service member care;'Cheyenne VA Medical Center';'Returning service member care at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> NO<br /><strong>Walk-ins accepted?</strong> YES<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /></p>';'VA Cheyenne health care'
vha_442-Sleep medicine;'Cheyenne VA Medical Center';'Sleep medicine at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> YES<br /><strong>Walk-ins accepted?</strong> NO<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /></p>';'VA Cheyenne health care'
vha_442-Social work;'Cheyenne VA Medical Center';'Social work at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a>, ext. 7217<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> NO<br /><strong>Walk-ins accepted?</strong> YES<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /></p>';'VA Cheyenne health care'
vha_442-Spinal cord injury and disorders;'Cheyenne VA Medical Center';'Spinal cord injury and disorders at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a>, ext. 7229<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> YES<br /><strong>Walk-ins accepted?</strong> NO<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /></p>';'VA Cheyenne health care'
vha_442-Suicide prevention;'Cheyenne VA Medical Center';'Suicide prevention at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a>, ext. 7341<br /><strong>Hours:</strong> <br />Monday - 24/7<br />Tuesday -  24/7<br />Wednesday - 24/7<br />Thursday -  24/7<br />Friday -  24/7<br />Saturday - 24/7 <br />Sunday - 24/7 <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> NO<br /><strong>Walk-ins accepted?</strong> YES<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /><Strong>Additional Phone:</strong> <a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a></p>';'VA Cheyenne health care'
vha_442-Telehealth;'Cheyenne VA Medical Center';'Telehealth at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a>, ext. 3879<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> NO<br /><strong>Walk-ins accepted?</strong> YES<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /><Strong>Additional Phone:</strong> <a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a></p>';'VA Cheyenne health care'
vha_442-Travel reimbursement;'Cheyenne VA Medical Center';'Travel reimbursement at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a>, ext. 7224<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> NO<br /><strong>Walk-ins accepted?</strong> YES<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /></p>';'VA Cheyenne health care'
vha_442-Vocational rehabilitation and employment programs;'Cheyenne VA Medical Center';'Vocational rehabilitation and employment programs at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a> , ext. 7349<br /><strong>Hours:</strong> <br />Monday - 7:00 a.m. to 5:00 p.m.<br />Tuesday -  7:00 a.m. to 5:00 p.m.<br />Wednesday - 7:00 a.m. to 5:00 p.m.<br />Thursday -  7:00 a.m. to 5:00 p.m.<br />Friday -  7:00 a.m. to 5:00 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> NO<br /><strong>Walk-ins accepted?</strong> YES<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /><Strong>Additional Phone:</strong> <a href="tel:+13072861562" aria-label="3 0 7. 2 8 6. 1 5 6 2.">307-286-1562</a></p>';'VA Cheyenne health care'
vha_442-Whole health;'Cheyenne VA Medical Center';'Whole health at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a>, ext. 4756<br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 5:00 p.m. <br />Tuesday -  7:30 a.m. to 5:00 p.m. <br />Wednesday - 7:30 a.m. to 5:00 p.m. <br />Thursday -  7:30 a.m. to 5:00 p.m. <br />Friday -  7:30 a.m. to 11:00 a.m. <br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> YES<br /><strong>Walk-ins accepted?</strong> NO<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /><Strong>Additional Phone:</strong> <a href="tel:+19702241500" aria-label="9 7 0. 2 2 4. 1 5 0 0.">970-224-1500</a></p>';'VA Cheyenne health care'
vha_442-Women Veteran care;'Cheyenne VA Medical Center';'Women Veteran care at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> NO<br /><strong>Walk-ins accepted?</strong> YES<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /><Strong>Additional Phone:</strong> <a href="tel:+13077787526" aria-label="3 0 7. 7 7 8. 7 5 2 6.">307-778-7526</a></p>';'VA Cheyenne health care'
vha_442-Wound care and ostomy;'Cheyenne VA Medical Center';'Wound care and ostomy at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2360 East Pershing Blvd.<br /><strong><Cheyenne, WY 82001>Phone:</strong> <a href="tel:+13077787550" aria-label="3 0 7. 7 7 8. 7 5 5 0.">307-778-7550</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m.<br />Tuesday -  8:00 a.m. to 4:30 p.m.<br />Wednesday - 8:00 a.m. to 4:30 p.m.<br />Thursday -  8:00 a.m. to 4:30 p.m.<br />Friday -  8:00 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> YES<br /><strong>Walk-ins accepted?</strong> NO<br /><strong>Phone: </strong><a href="tel:+18884839127" aria-label="8 8 8. 4 8 3. 9 1 2 7.">888-483-9127</a><br /><Strong>Additional Phone:</strong> <a href="tel:+13077787526" aria-label="3 0 7. 7 7 8. 7 5 2 6.">307-778-7526</a></p>';'VA Cheyenne health care'
vha_442GC-Audiology and speech;'Fort Collins VA Clinic';'Audiology and speech at VA Cheyenne health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2509 Research Boulevard<br /><strong><Fort Collins, CO 80526-8108>Phone:</strong> <a href="tel:+19702241550" aria-label="9 7 0. 2 2 4. 1 5 5 0.">970-224-1550</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:45 p.m. MT<br />Tuesday -  7:30 a.m. to 4:45 p.m. MT<br />Wednesday - 7:30 a.m. to 4:45 p.m. MT<br />Thursday -  7:30 a.m. to 4:45 p.m. MT<br />Friday -  7:30 a.m. to 4:45 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> YES<br /><strong>Walk-ins accepted?</strong> NO<br /><strong>Phone: </strong><a href="tel:+19702241550" aria-label="9 7 0. 2 2 4. 1 5 5 0.">970-224-1550</a><br /></p>';'VA Cheyenne health care'
